START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
3/28/2016,3/28/2016,Personal,Couples Glen,Vista East,27.2,
3/28/2016,3/28/2016,Personal,Orlando,Kissimmee,25.7,
3/29/2016,3/29/2016,Personal,Kissimmee,Orlando,13.6,
3/29/2016,3/29/2016,Personal,Sand Lake Commons,Sky Lake,6.2,
3/29/2016,3/29/2016,Personal,Sky Lake,Sand Lake Commons,6,
3/29/2016,3/29/2016,Personal,Orlando,Kissimmee,13.8,
3/30/2016,3/30/2016,Business,Orlando,Kissimmee,28.8,Meal/Entertain
3/31/2016,3/31/2016,Business,Kissimmee,Orlando,16.1,Temporary Site
3/31/2016,3/31/2016,Business,Orlando,Kissimmee,16.4,Meal/Entertain
4/1/2016,4/1/2016,Business,Kissimmee,Kissimmee,11,Meeting
4/1/2016,4/1/2016,Business,Kissimmee,Orlando,15.5,Customer Visit
4/1/2016,4/1/2016,Business,Orlando,Kissimmee,20.3,Meeting
4/1/2016,4/1/2016,Personal,Kissimmee,Kissimmee,0.7,
4/2/2016,4/2/2016,Personal,Kissimmee,Kissimmee,5.5,
4/2/2016,4/2/2016,Personal,Kissimmee,Kissimmee,5.1,
4/2/2016,4/2/2016,Business,Kissimmee,Daytona Beach,77.3,Customer Visit
4/2/2016,4/2/2016,Business,Daytona Beach,Jacksonville,80.5,Customer Visit
4/2/2016,4/2/2016,Business,Jacksonville,Ridgeland,174.2,Customer Visit
4/2/2016,4/3/2016,Business,Ridgeland,Florence,144,Meeting
4/3/2016,4/3/2016,Business,Florence,Cary,159.3,Meeting
4/5/2016,4/5/2016,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain
4/6/2016,4/6/2016,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
4/7/2016,4/7/2016,Business,Cary,Morrisville,6.1,Meal/Entertain
4/7/2016,4/7/2016,Business,Morrisville,Cary,6.1,Errand/Supplies
4/8/2016,4/8/2016,Business,Cary,Durham,10.5,Meeting
4/8/2016,4/8/2016,Business,Durham,Cary,8.7,Meal/Entertain
4/8/2016,4/8/2016,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies
4/8/2016,4/8/2016,Business,Cary,Raleigh,19.1,Meeting
4/8/2016,4/8/2016,Business,Raleigh,Cary,18.6,Meeting
4/12/2016,4/12/2016,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
4/12/2016,4/12/2016,Business,Cary,Raleigh,8.9,Meeting
4/12/2016,4/12/2016,Business,Meredith,Cedar Hill,7.5,Customer Visit
4/12/2016,4/12/2016,Business,Raleigh,Morrisville,15.9,Meeting
4/12/2016,4/12/2016,Business,Morrisville,Cary,6.5,Meal/Entertain
4/14/2016,4/14/2016,Business,Cary,Holly Springs,15.3,Temporary Site
4/14/2016,4/14/2016,Business,Holly Springs,Cary,13.7,Temporary Site
4/15/2016,4/15/2016,Business,Cary,Raleigh,11.9,Temporary Site
4/15/2016,4/15/2016,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies
4/15/2016,4/15/2016,Business,Raleigh,Cary,15.2,Meeting
4/16/2016,4/16/2016,Business,Cary,Morrisville,6,Errand/Supplies
4/16/2016,4/16/2016,Business,Morrisville,Cary,6.1,Meal/Entertain
4/19/2016,4/19/2016,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain
4/19/2016,4/19/2016,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
4/22/2016,4/22/2016,Business,Cary,Raleigh,13.6,Meeting
4/22/2016,4/22/2016,Business,Raleigh,Cary,22.5,Meeting
4/22/2016,4/22/2016,Business,Cary,Durham,10.4,Meeting
4/22/2016,4/22/2016,Business,Durham,Cary,10,Meeting
4/23/2016,4/23/2016,Business,Whitebridge,Tanglewood,6,Meal/Entertain
4/23/2016,4/23/2016,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain
4/24/2016,4/24/2016,Business,Cary,Morrisville,3.1,Errand/Supplies
4/24/2016,4/24/2016,Business,Chessington,Chessington,1.9,Errand/Supplies
4/24/2016,4/24/2016,Business,Morrisville,Cary,4.2,Between Offices
4/27/2016,4/27/2016,Business,Whitebridge,Burtrose,4.9,Between Offices
4/27/2016,4/27/2016,Business,Burtrose,Whitebridge,4.8,Between Offices
4/28/2016,4/28/2016,Business,Cary,Raleigh,12.4,Customer Visit
4/28/2016,4/28/2016,Business,Raleigh,Cary,32.8,Customer Visit
4/28/2016,4/28/2016,Business,Morrisville,Cary,5.5,Customer Visit
4/29/2016,4/29/2016,Business,Cary,Durham,9.9,Meeting
4/29/2016,4/29/2016,Business,Durham,Cary,10,Meeting
4/29/2016,4/29/2016,Business,Cary,Durham,14.2,Customer Visit
4/29/2016,4/29/2016,Business,Durham,Cary,18.2,Meeting
4/30/2016,4/30/2016,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain
4/30/2016,4/30/2016,Business,Waverly Place,Whitebridge,6.8,
5/1/2016,5/1/2016,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain
5/1/2016,5/1/2016,Business,Westpark Place,Whitebridge,2.3,
5/1/2016,5/1/2016,Business,Whitebridge,Tanglewood,6.2,Between Offices
5/1/2016,5/1/2016,Business,Tanglewood,Parkway,7.5,Meeting
5/1/2016,5/1/2016,Business,Parkway,Whitebridge,3.1,Errand/Supplies
5/2/2016,5/2/2016,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies
5/2/2016,5/2/2016,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain
5/3/2016,5/3/2016,Business,Morrisville,Cary,2.5,Meal/Entertain
5/4/2016,5/4/2016,Business,Cary,Morrisville,8.7,Meal/Entertain
5/4/2016,5/4/2016,Business,Mcvan,Capitol One,14.5,Errand/Supplies
5/4/2016,5/4/2016,Business,Capitol One,University District,4.5,Meal/Entertain
5/4/2016,5/4/2016,Business,University District,Capitol One,5,Meal/Entertain
5/5/2016,5/5/2016,Business,Seattle,Redmond,14.2,Meal/Entertain
5/5/2016,5/5/2016,Business,Redmond,Bellevue,2.9,Errand/Supplies
5/5/2016,5/6/2016,Business,Bellevue,Seattle,12.9,Meeting
5/6/2016,5/6/2016,Business,Capitol One,Mcvan,14.4,Meeting
5/6/2016,5/6/2016,Business,Chapel Hill,Morrisville,17,Meeting
5/6/2016,5/6/2016,Business,Morrisville,Cary,7.9,Customer Visit
5/9/2016,5/9/2016,Business,Cary,Morrisville,8.4,Customer Visit
5/9/2016,5/9/2016,Business,San Francisco,Palo Alto,20.5,Between Offices
5/9/2016,5/9/2016,Business,Palo Alto,Sunnyvale,9.8,Customer Visit
5/9/2016,5/9/2016,Business,Sunnyvale,Newark,17.6,Customer Visit
5/10/2016,5/10/2016,Business,Newark,Menlo Park,9.3,Customer Visit
5/10/2016,5/10/2016,Business,Menlo Park,Newark,7.9,Customer Visit
5/11/2016,5/11/2016,Business,Newark,San Francisco,25.6,Meeting
5/11/2016,5/11/2016,Business,Morrisville,Cary,8.1,Meeting
5/14/2016,5/14/2016,Business,Cary,Morrisville,3.1,Meal/Entertain
5/14/2016,5/14/2016,Business,Morrisville,Cary,3.1,Meal/Entertain
5/17/2016,5/17/2016,Business,Whitebridge,Preston,2.8,Errand/Supplies
5/17/2016,5/17/2016,Business,Preston,Westpark Place,2.7,Errand/Supplies
5/17/2016,5/17/2016,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies
5/18/2016,5/18/2016,Business,Cary,Morrisville,8.4,Customer Visit
5/18/2016,5/18/2016,Business,Morrisville,Raleigh,7.6,Customer Visit
5/19/2016,5/19/2016,Business,Old City,Parkway Museums,2.9,Meal/Entertain
5/20/2016,5/20/2016,Business,Old City,Hog Island,11.2,Meeting
5/20/2016,5/20/2016,Business,Morrisville,Cary,8.2,Meal/Entertain
5/22/2016,5/22/2016,Business,Cary,Morrisville,3,Meal/Entertain
5/22/2016,5/22/2016,Business,Morrisville,Cary,2.5,Meal/Entertain
5/23/2016,5/23/2016,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
5/23/2016,5/23/2016,Business,Savon Height,Whitebridge,3.6,Errand/Supplies
5/27/2016,5/27/2016,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies
5/27/2016,5/27/2016,Business,Savon Height,Kilarney Woods,1.2,
5/27/2016,5/27/2016,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies
5/28/2016,5/28/2016,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies
5/28/2016,5/28/2016,Business,Cary,Morrisville,6.1,Meal/Entertain
5/28/2016,5/28/2016,Business,Morrisville,Cary,11.3,Customer Visit
5/31/2016,5/31/2016,Business,Cary,Raleigh,14.9,Meeting
5/31/2016,5/31/2016,Business,Raleigh,Cary,14,Meeting
5/31/2016,5/31/2016,Business,Westpark Place,Whitebridge,1.8,
6/1/2016,6/1/2016,Business,Cary,Morrisville,6.7,Customer Visit
6/1/2016,6/1/2016,Business,Morrisville,Cary,9.6,Meeting
6/3/2016,6/3/2016,Business,Cary,Durham,10.4,Meeting
6/3/2016,6/3/2016,Business,Durham,Cary,9.9,Meeting
6/3/2016,6/3/2016,Business,Cary,Morrisville,6,Meal/Entertain
6/3/2016,6/3/2016,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies
6/3/2016,6/3/2016,Business,Morrisville,Cary,3.1,Errand/Supplies
6/3/2016,6/3/2016,Business,Huntington Woods,Weston,1.7,Errand/Supplies
6/3/2016,6/3/2016,Business,Morrisville,Cary,4,Between Offices
6/5/2016,6/5/2016,Business,Whitebridge,Savon Height,7.8,Customer Visit
6/5/2016,6/5/2016,Business,Cary,Morrisville,7.8,Customer Visit
6/5/2016,6/5/2016,Business,Weston,Weston,3.8,Meal/Entertain
6/5/2016,6/5/2016,Business,Morrisville,Cary,2.5,Meal/Entertain
6/5/2016,6/5/2016,Business,Cary,Durham,9.9,Meeting
6/5/2016,6/6/2016,Business,Durham,Cary,9.9,Meeting
6/6/2016,6/6/2016,Business,Whitebridge,Hazelwood,3,Errand/Supplies
6/6/2016,6/6/2016,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies
6/6/2016,6/6/2016,Business,Cary,Apex,5.7,Meal/Entertain
6/6/2016,6/6/2016,Business,Apex,Cary,7.2,Meal/Entertain
6/6/2016,6/6/2016,Business,Cary,Durham,10.4,Meeting
6/6/2016,6/6/2016,Business,Durham,Cary,9.9,Meeting
6/7/2016,6/7/2016,Business,Cary,Durham,10.4,Meeting
6/7/2016,6/8/2016,Business,Durham,Cary,9.9,Meeting
6/8/2016,6/8/2016,Business,Cary,Morrisville,8.7,Meal/Entertain
6/8/2016,6/8/2016,Business,Jamaica,New York,22.3,Errand/Supplies
6/8/2016,6/8/2016,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain
6/8/2016,6/8/2016,Business,Medical Centre,Tudor City,0.7,Errand/Supplies
6/8/2016,6/8/2016,Business,Rose Hill,Soho,2.5,Meal/Entertain
6/8/2016,6/8/2016,Business,Soho,Tribeca,0.5,Errand/Supplies
6/8/2016,6/8/2016,Business,Tribeca,Financial District,0.9,Errand/Supplies
6/8/2016,6/8/2016,Business,Financial District,Kips Bay,4.8,Errand/Supplies
6/10/2016,6/10/2016,Business,New York,Jamaica,16.3,Meeting
6/10/2016,6/10/2016,Business,Cary,Durham,10.4,Meeting
6/10/2016,6/11/2016,Business,Durham,Cary,9.9,Meeting
6/11/2016,6/11/2016,Business,Cary,Morrisville,3.7,Errand/Supplies
6/11/2016,6/11/2016,Business,Morrisville,Cary,4.6,Meal/Entertain
6/11/2016,6/11/2016,Business,Westpark Place,Whitebridge,1.7,
6/11/2016,6/11/2016,Business,Cary,Durham,10.4,Meeting
6/11/2016,6/12/2016,Business,Durham,Cary,9.9,Meeting
6/12/2016,6/12/2016,Business,Cary,Morrisville,2.5,Meal/Entertain
6/12/2016,6/12/2016,Business,Morrisville,Cary,4.3,Errand/Supplies
6/12/2016,6/12/2016,Business,Parkway,Whitebridge,2.8,Errand/Supplies
6/13/2016,6/13/2016,Business,Cary,Morrisville,8.4,Meal/Entertain
6/13/2016,6/13/2016,Business,Oakland,Emeryville,13.2,Meeting
6/13/2016,6/13/2016,Business,Emeryville,Berkeley,3.9,Meal/Entertain
6/13/2016,6/13/2016,Business,Berkeley,Oakland,5.1,Meal/Entertain
6/13/2016,6/13/2016,Business,Oakland,Unknown Location,5.2,Customer Visit
6/14/2016,6/14/2016,Business,Emeryville,San Francisco,9.8,
6/14/2016,6/14/2016,Business,San Francisco,Emeryville,11.6,Meeting
6/14/2016,6/14/2016,Business,Emeryville,Oakland,5.1,Meeting
6/14/2016,6/14/2016,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies
6/15/2016,6/15/2016,Business,Kenner,New Orleans,12.4,Between Offices
6/15/2016,6/15/2016,Business,CBD,Lower Garden District,1.9,Between Offices
6/15/2016,6/15/2016,Business,Lower Garden District,Lakeview,6.4,Customer Visit
6/15/2016,6/15/2016,Personal,Lakeview,Storyville,5.5,
6/15/2016,6/15/2016,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain
6/16/2016,6/16/2016,Business,New Orleans,Metairie,14.5,
6/16/2016,6/16/2016,Business,Metairie,Kenner,2.7,
6/16/2016,6/16/2016,Business,Kenner,New Orleans,15,
6/16/2016,6/16/2016,Business,New Orleans,Kenner,12.9,
6/16/2016,6/16/2016,Business,Kenner,New Orleans,13.6,
6/17/2016,6/17/2016,Business,New Orleans,Kenner,12.2,
6/18/2016,6/18/2016,Business,Morrisville,Cary,8.7,
6/19/2016,6/19/2016,Business,Cary,Raleigh,6,
6/19/2016,6/19/2016,Business,Raleigh,Cary,5.9,
6/21/2016,6/21/2016,Business,Cary,Raleigh,19.3,
6/21/2016,6/21/2016,Business,Raleigh,Cary,16.6,Meal/Entertain
6/24/2016,6/24/2016,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain
6/24/2016,6/24/2016,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain
6/24/2016,6/24/2016,Business,Cary,Raleigh,8.6,Errand/Supplies
6/24/2016,6/24/2016,Business,Raleigh,Morrisville,9,Errand/Supplies
6/24/2016,6/24/2016,Business,Morrisville,Cary,3.1,Errand/Supplies
6/24/2016,6/24/2016,Business,Cary,Morrisville,8.4,Temporary Site
6/24/2016,6/24/2016,Business,Kenner,New Orleans,12.8,
6/25/2016,6/25/2016,Business,CBD,Bywater,4.5,
6/25/2016,6/25/2016,Business,New Orleans,Chalmette,11.8,Between Offices
6/25/2016,6/25/2016,Business,Chalmette,Arabi,1.1,Errand/Supplies
6/25/2016,6/25/2016,Business,Arabi,Metairie,17,Meal/Entertain
6/25/2016,6/25/2016,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting
6/25/2016,6/25/2016,Business,Metairie,New Orleans,15.5,Meeting
6/25/2016,6/25/2016,Business,Storyville,Marigny,1.6,
6/25/2016,6/25/2016,Business,Marigny,Storyville,1.5,
6/26/2016,6/26/2016,Business,New Orleans,Kenner,12.6,Meeting
6/26/2016,6/26/2016,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,
6/26/2016,6/26/2016,Business,Kenner,Kenner,2.2,
6/26/2016,6/26/2016,Business,Kenner,New Orleans,13,
6/27/2016,6/27/2016,Business,New Orleans,Covington,46.9,
6/27/2016,6/27/2016,Business,Covington,Covington,2.5,
6/27/2016,6/27/2016,Business,Covington,Covington,8.6,
6/27/2016,6/27/2016,Business,Covington,Covington,5.2,
6/27/2016,6/27/2016,Business,Covington,Covington,7.6,
6/27/2016,6/27/2016,Business,Covington,Covington,1.8,
6/27/2016,6/27/2016,Business,Covington,Mandeville,4.7,
6/27/2016,6/27/2016,Business,Mandeville,Mandeville,2.8,
6/27/2016,6/27/2016,Business,Mandeville,Metairie,30,
6/27/2016,6/27/2016,Business,Metairie,Kenner,4.4,
6/27/2016,6/27/2016,Business,Jamestown Court,Jamestown Court,1,
6/28/2016,6/28/2016,Business,Morrisville,Cary,8.2,Customer Visit
6/28/2016,6/28/2016,Business,Cary,Durham,10.4,Meeting
6/28/2016,6/28/2016,Business,Durham,Cary,9.9,Meeting
6/28/2016,6/28/2016,Business,Durham,Cary,9.9,Meeting
6/29/2016,6/29/2016,Business,Cary,Morrisville,7.3,
6/29/2016,6/29/2016,Business,Morrisville,Cary,7.4,
6/29/2016,6/29/2016,Business,Whitebridge,Westpark Place,1.6,
6/29/2016,6/29/2016,Business,Westpark Place,Whitebridge,1.8,
6/29/2016,6/29/2016,Business,Cary,Durham,10.4,Meeting
6/29/2016,6/30/2016,Business,Durham,Cary,9.9,Meeting
6/30/2016,6/30/2016,Business,Cary,Durham,9.9,Meeting
7/1/2016,7/1/2016,Business,Durham,Cary,9.9,Meeting
7/1/2016,7/1/2016,Business,Cary,Raleigh,13.3,Meeting
7/1/2016,7/1/2016,Business,Raleigh,Cary,11.3,Meeting
7/1/2016,7/1/2016,Business,Cary,Durham,10.5,Meeting
7/1/2016,7/2/2016,Business,Durham,Cary,9.9,Meeting
7/2/2016,7/2/2016,Business,Cary,Durham,10.1,Meeting
7/2/2016,7/3/2016,Business,Durham,Cary,9.9,Meeting
7/3/2016,7/3/2016,Business,Cary,Morrisville,3.1,Errand/Supplies
7/3/2016,7/3/2016,Business,Morrisville,Cary,3.1,Errand/Supplies
7/3/2016,7/3/2016,Business,Cary,Durham,9.9,Meeting
7/4/2016,7/4/2016,Business,Durham,Cary,9.9,Meeting
7/4/2016,7/4/2016,Business,Whitebridge,Summerwinds,8.8,Meeting
7/4/2016,7/4/2016,Business,Summerwinds,Whitebridge,8.7,Temporary Site
7/4/2016,7/4/2016,Business,Cary,Durham,11.8,Meeting
7/5/2016,7/5/2016,Business,Parkwood,Parkwood,1.2,Errand/Supplies
7/5/2016,7/5/2016,Business,Durham,Cary,9.9,Meeting
7/5/2016,7/5/2016,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies
7/5/2016,7/5/2016,Business,Cary,Durham,9.9,
7/5/2016,7/5/2016,Business,Durham,Morrisville,8.6,
7/6/2016,7/6/2016,Business,Morrisville,Cary,6.3,Meal/Entertain
7/6/2016,7/6/2016,Business,Cary,Durham,9.9,Meeting
7/6/2016,7/6/2016,Business,Durham,Cary,9.9,
7/6/2016,7/6/2016,Business,Cary,Morrisville,3.3,Meal/Entertain
7/6/2016,7/6/2016,Business,Morrisville,Cary,3.1,Customer Visit
7/7/2016,7/7/2016,Business,Cary,Morrisville,7.9,Temporary Site
7/7/2016,7/7/2016,Business,Morrisville,Cary,8.9,
7/7/2016,7/7/2016,Business,Kenner,New Orleans,12.8,
7/8/2016,7/8/2016,Business,CBD,Pontchartrain Beach,7.7,
7/8/2016,7/8/2016,Business,Pontchartrain Beach,CBD,7,
7/8/2016,7/8/2016,Business,New Orleans,Metairie,12.5,
7/8/2016,7/8/2016,Business,Kenner,New Orleans,13.2,
7/9/2016,7/9/2016,Business,New Orleans,Kenner,13,
7/9/2016,7/9/2016,Business,Kenner,Metairie,4.9,
7/9/2016,7/9/2016,Business,Metairie,New Orleans,8.5,
7/10/2016,7/10/2016,Business,CBD,St Thomas,1.3,
7/10/2016,7/10/2016,Business,St Thomas,CBD,1.8,
7/10/2016,7/10/2016,Business,New Orleans,Kenner,13.6,
7/10/2016,7/10/2016,Business,Kenner,New Orleans,13.4,
7/12/2016,7/12/2016,Business,New Orleans,Kenner,12.3,
7/12/2016,7/12/2016,Personal,Kenner,Kenner,1.4,
7/12/2016,7/13/2016,Personal,Morrisville,Cary,8.7,
7/13/2016,7/13/2016,Personal,Cary,Morrisville,23.5,
7/13/2016,7/13/2016,Personal,Morrisville,Morrisville,2.2,
7/13/2016,7/13/2016,Personal,Morrisville,Cary,4.4,
7/14/2016,7/14/2016,Personal,Cary,Morrisville,3.3,
7/14/2016,7/14/2016,Business,Morrisville,Morrisville,11.8,Errand/Supplies
7/14/2016,7/14/2016,Business,Morrisville,Banner Elk,195.3,
7/15/2016,7/15/2016,Personal,Banner Elk,Banner Elk,8.3,
7/15/2016,7/15/2016,Personal,Banner Elk,Banner Elk,3.2,
7/15/2016,7/15/2016,Personal,Banner Elk,Elk Park,22.4,
7/15/2016,7/15/2016,Personal,Elk Park,Banner Elk,12.2,
7/15/2016,7/15/2016,Personal,Banner Elk,Banner Elk,4.5,
7/16/2016,7/16/2016,Personal,Banner Elk,Newland,28.1,
7/16/2016,7/16/2016,Personal,Newland,Newland,3.8,
7/16/2016,7/16/2016,Personal,Newland,Boone,41.9,
7/16/2016,7/16/2016,Personal,Boone,Banner Elk,23.8,
7/16/2016,7/16/2016,Personal,Banner Elk,Banner Elk,13,
7/16/2016,7/16/2016,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies
7/17/2016,7/17/2016,Personal,Banner Elk,Boone,15.1,Charity ($)
7/17/2016,7/17/2016,Personal,Boone,Cary,180.2,Commute
7/18/2016,7/18/2016,Personal,Cary,Morrisville,4.1,Moving
7/18/2016,7/18/2016,Personal,Morrisville,Cary,6.1,Moving
7/18/2016,7/18/2016,Personal,Northwoods,Preston,3.3,Moving
7/18/2016,7/18/2016,Personal,Preston,Whitebridge,4.7,Moving
7/18/2016,7/18/2016,Business,Cary,Apex,7.2,Meeting
7/18/2016,7/18/2016,Business,Apex,Cary,5.5,Meal/Entertain
7/18/2016,7/18/2016,Business,Cary,Morrisville,3.3,Meal/Entertain
7/18/2016,7/18/2016,Business,Hazelwood,Weston,0.9,Errand/Supplies
7/18/2016,7/18/2016,Business,Morrisville,Cary,3.8,Meal/Entertain
7/19/2016,7/19/2016,Business,Whitebridge,Stonewater,6.4,Customer Visit
7/19/2016,7/19/2016,Business,Stonewater,Lexington Park at Amberly,3,Meeting
7/19/2016,7/19/2016,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain
7/19/2016,7/19/2016,Business,Whitebridge,Chessington,3.9,Errand/Supplies
